-0.71979,1.1429,-0.014522,-0.058915,0.047062,0.036322,-0.069657,0.084551
-0.7322,-1.0845,-0.32906,-0.10524,0.039971,0.035456,-0.14043,0.071677
-0.75292,1.6438,0.32169,-0.021829,0.04771,0.03681,-0.042692,-0.065419
-0.69006,-1.2171,-0.3834,-0.11591,0.043208,0.035841,-0.14429,0.22722
-0.81569,1.4043,0.40167,0.005044,0.045983,0.035931,-0.06504,-0.16985
-0.61722,-0.72123,-0.43692,-0.083759,0.040536,0.034872,-0.15621,0.31296
-0.67803,0.30951,0.24179,0.010998,0.039432,0.033992,-0.1193,-0.12799
-0.94294,0.38816,-0.11545,-0.025253,0.043446,0.035821,-0.10992,0.18723
-0.57925,-0.80257,0.045587,-0.02023,0.041063,0.037368,-0.12842,-0.026697
-0.7654,1.4456,0.23039,0.0028346,0.045938,0.038972,-0.062992,0.024972
-0.8307,-1.43,-0.076238,-0.04104,0.037004,0.03482,-0.12831,0.045465
-0.67952,1.4564,0.40335,0.051122,0.042637,0.03774,-0.038595,-0.081871
-0.83572,-1.2712,-0.34109,-0.055742,0.033318,0.033986,-0.12308,0.22642
-0.5727,0.80264,0.44974,0.028924,0.036863,0.034422,-0.046128,-0.15493
-0.84819,-0.13536,-0.13592,-0.051503,0.033151,0.034281,-0.10166,0.17212
-0.76249,-0.03289,0.3611,0.0075939,0.031397,0.033338,-0.069574,-0.13678
-0.73606,0.7882,-0.051159,-0.0018477,0.029811,0.030944,-0.049185,0.12186
-0.77957,-1.1314,-0.01661,-0.0033186,0.023556,0.029365,-0.093033,-0.034096
-0.6024,1.463,0.2046,0.049966,0.025714,0.026561,-0.038672,-0.0060099
-0.8759,-1.2188,-0.375,-0.025503,0.017056,0.023166,-0.12676,0.058072
-0.74348,1.5316,0.40807,0.039201,0.016356,0.018449,-0.062805,-0.11599
-0.62381,-1.1056,-0.40989,-0.052364,0.011514,0.018032,-0.15827,0.17679
-0.83535,0.61431,0.40228,0.046273,0.014346,0.01775,-0.102,-0.15036
-0.73982,0.065662,-0.22819,-0.0079366,0.011636,0.016492,-0.12154,0.17102
-0.66788,-0.38379,0.21112,0.015173,0.013055,0.018706,-0.10448,-0.093139
-0.80439,1.0936,0.03899,-0.011225,0.015791,0.020882,-0.10548,0.071555
-0.64255,-1.2954,-0.075094,-0.046699,0.01082,0.021074,-0.18074,-0.003138
-0.91508,1.527,0.33291,0.030087,0.016973,0.021466,-0.081268,-0.025383
-0.67472,-1.2033,-0.21455,-0.042697,0.011828,0.022178,-0.15498,0.13155
-0.70995,1.3361,0.49986,0.067661,0.018418,0.022659,-0.072335,-0.12996
-0.76833,-0.59748,-0.21965,-0.035722,0.015001,0.023712,-0.15704,0.18251
-0.74559,0.56287,0.44155,0.046536,0.017422,0.024642,-0.098293,-0.14527
-0.82959,0.35669,-0.1614,-0.020378,0.013871,0.021421,-0.13755,0.17465
-0.67946,-0.45478,0.13221,0.010035,0.011238,0.022139,-0.15259,-0.08557
-0.75893,1.2178,0.14718,0.027498,0.013813,0.020272,-0.091729,0.092753
-0.73378,-1.3977,-0.11668,-0.020076,0.0053482,0.018802,-0.18228,0.11544
-0.74343,1.6693,0.31727,0.079055,0.013184,0.019399,-0.073671,-0.077855
-0.64492,-1.2263,-0.4825,-0.017558,0.0057079,0.018558,-0.20305,0.16197
-0.74616,1.1359,0.38672,0.098651,0.012329,0.019226,-0.10392,-0.16097
-0.71981,-0.5702,-0.37487,-0.0086239,0.0061253,0.019142,-0.21609,0.27787
-0.72709,0.10579,0.28796,0.061758,0.005862,0.016954,-0.16979,-0.14174
-0.74192,0.55549,-0.16551,-0.016762,0.010306,0.018866,-0.17853,0.18621
-0.79039,-0.95136,-0.0074944,-0.026923,-0.0090572,0.0044784,-0.23003,-0.018982
-0.67719,1.3928,0.13586,-0.003736,-0.0034762,0.00074343,-0.14976,0.027309
-0.81758,-1.4964,-0.26267,-0.081755,-0.0056983,0.0046645,-0.26608,0.12072
-0.71023,1.4526,0.39628,0.01814,0.0021049,0.0051009,-0.16096,-0.11176
-0.6225,-1.1517,-0.36111,-0.078633,-0.0013953,0.0083738,-0.28936,0.20356
-0.86235,0.90863,0.40292,0.036497,0.0031453,0.009099,-0.18786,-0.16413
-0.66191,-0.086224,-0.4262,-0.039139,0.0027857,0.0094776,-0.24842,0.19685
-0.59736,0.0092773,0.14977,0.027055,0.00051215,0.0086369,-0.20441,-0.12887
-0.71395,0.90894,-0.065831,-0.015162,0.0063951,0.0108,-0.17589,0.13671
-0.67965,-0.93386,-0.042415,-0.042813,0.00067914,0.010588,-0.21967,0.0066458
-0.73708,1.6164,0.17353,0.0012353,0.007641,0.009914,-0.1292,-0.0081273
-0.65137,-1.3142,-0.43526,-0.076565,-0.0041955,0.0073342,-0.26353,0.1049
-0.71747,1.521,0.36412,0.021763,0.0048665,0.0078989,-0.14515,-0.11903
-0.75729,-0.94953,-0.51697,-0.081607,-0.0029431,0.0047351,-0.24085,0.20271
-0.68072,0.5752,0.36617,0.0067204,0.0051106,0.0089514,-0.17682,-0.15525
-0.68235,0.1649,-0.3536,-0.085422,0.0065171,0.0113,-0.24878,0.18504
-0.802,-0.36807,0.13948,-0.044881,0.0066198,0.014297,-0.2706,-0.091825
-0.63874,1.1624,-0.020413,-0.049223,0.010525,0.013745,-0.25252,0.078248
-0.79581,-1.2071,-0.18354,-0.080072,0.0031068,0.012295,-0.32515,0.013509
-0.62667,1.5838,0.36989,-0.014584,0.0089961,0.010113,-0.21595,-0.046703
-0.78158,-1.3662,-0.3041,-0.077092,-0.00045763,0.0063266,-0.28925,0.13096
-0.76202,1.333,0.53818,0.034005,-0.0033413,-0.0012075,-0.1561,-0.13997
-0.55564,-0.92341,-0.39962,-0.056577,-0.037245,-0.032056,-0.20667,0.20695
-0.66851,0.046454,0.4565,0.030511,-0.033828,-0.030792,-0.12106,-0.14953
-0.74489,0.33146,-0.18068,-0.027584,-0.033976,-0.031857,-0.1331,0.1573
-0.61003,-0.96384,0.14625,-0.0010513,-0.036898,-0.031229,-0.14959,-0.0707
-0.71271,1.2377,0.13286,0.014383,-0.032223,-0.031652,-0.10031,0.048653
